company_id,company_name,composite_quality_score,sector_relative_score
ABB,Abbott India Ltd,15.591529054475444,15.591529054475444
ABB,Abbott India Ltd,16.9131881562631,16.9131881562631
ABB,Abbott India Ltd,16.9131881562631,16.9131881562631
ABB,Abbott India Ltd,17.222034946962246,17.222034946962246
ABB,Abbott India Ltd,17.222034946962246,17.222034946962246
ABB,Abbott India Ltd,15.547038316371774,15.547038316371774
ABB,Abbott India Ltd,15.547038316371774,15.547038316371774
ABB,Abbott India Ltd,14.756507016956082,14.756507016956082
ABB,Abbott India Ltd,14.756507016956082,14.756507016956082
ABB,Abbott India Ltd,17.922324543289406,17.922324543289406
ABB,Abbott India Ltd,17.922324543289406,17.922324543289406
ABB,Abbott India Ltd,17.32097161774213,17.32097161774213
ABB,Abbott India Ltd,17.32097161774213,17.32097161774213
ABB,Abbott India Ltd,19.440702152936815,19.440702152936815
ABB,Abbott India Ltd,19.440702152936815,19.440702152936815
ABB,Abbott India Ltd,21.294488801225544,21.294488801225544
ABB,Abbott India Ltd,21.294488801225544,21.294488801225544
ABB,Abbott India Ltd,22.298154555940023,22.298154555940023
ABB,Abbott India Ltd,22.298154555940023,22.298154555940023
ABB,Abbott India Ltd,23.754756749288614,23.754756749288614
ABB,Abbott India Ltd,23.754756749288614,23.754756749288614
ABB,Abbott India Ltd,26.500829587513568,26.500829587513568
ABB,Abbott India Ltd,26.500829587513568,26.500829587513568
ADANIENSOL,Adani Energy Solutions Ltd,,
ADANIENSOL,Adani Energy Solutions Ltd,-2.994932087148365,-2.994932087148365
ADANIENSOL,Adani Energy Solutions Ltd,15.272736204891949,15.272736204891949
ADANIENSOL,Adani Energy Solutions Ltd,14.2902921478338,14.2902921478338
ADANIENSOL,Adani Energy Solutions Ltd,23.92572915316662,23.92572915316662
ADANIENSOL,Adani Energy Solutions Ltd,7.3012179657543985,7.3012179657543985
ADANIENSOL,Adani Energy Solutions Ltd,7.245581181775538,7.245581181775538
ADANIENSOL,Adani Energy Solutions Ltd,13.729838273794527,13.729838273794527
ADANIENSOL,Adani Energy Solutions Ltd,11.723667608316712,11.723667608316712
ADANIENSOL,Adani Energy Solutions Ltd,10.269853224038293,10.269853224038293
ADANIENSOL,Adani Energy Solutions Ltd,8.331529589322702,8.331529589322702
ADANIENT,Adani Enterprises Ltd,4.159533963322363,4.159533963322363
ADANIENT,Adani Enterprises Ltd,7.976659724995577,7.976659724995577
ADANIENT,Adani Enterprises Ltd,6.248314014836236,6.248314014836236
ADANIENT,Adani Enterprises Ltd,5.207721739793428,5.207721739793428
ADANIENT,Adani Enterprises Ltd,4.537767046007556,4.537767046007556
ADANIENT,Adani Enterprises Ltd,2.7950666449548143,2.7950666449548143
ADANIENT,Adani Enterprises Ltd,2.341120103071111,2.341120103071111
ADANIENT,Adani Enterprises Ltd,4.266463551351864,4.266463551351864
ADANIENT,Adani Enterprises Ltd,4.370774711634155,4.370774711634155
ADANIENT,Adani Enterprises Ltd,2.3377893717334963,2.3377893717334963
ADANIENT,Adani Enterprises Ltd,4.61354040844504,4.61354040844504
ADANIENT,Adani Enterprises Ltd,5.996720261203016,5.996720261203016
ADANIGREEN,Adani Green Energy Ltd,-6.634724609459088,-6.634724609459088
ADANIGREEN,Adani Green Energy Ltd,-9.807576032408246,-9.807576032408246
ADANIGREEN,Adani Green Energy Ltd,-23.826931556008702,-23.826931556008702
ADANIGREEN,Adani Green Energy Ltd,-2.7763680816538896,-2.7763680816538896
ADANIGREEN,Adani Green Energy Ltd,7.049295774647888,7.049295774647888
ADANIGREEN,Adani Green Energy Ltd,14.116777572724668,14.116777572724668
ADANIGREEN,Adani Green Energy Ltd,12.917163885621047,12.917163885621047
ADANIGREEN,Adani Green Energy Ltd,13.23931713295367,13.23931713295367
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",35.72696315362049,35.72696315362049
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",27.954320248399963,27.954320248399963
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",29.68240704445426,29.68240704445426
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",30.661074924241234,30.661074924241234
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",34.25088535365404,34.25088535365404
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",25.120752540165583,25.120752540165583
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",26.811043058377003,26.811043058377003
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",23.373631225609238,23.373631225609238
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",28.408629402759516,28.408629402759516
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",20.388048530734128,20.388048530734128
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",18.865481124299176,18.865481124299176
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",22.847221598492066,22.847221598492066
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",35.72696315362049,35.72696315362049
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",27.954320248399963,27.954320248399963
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",29.68240704445426,29.68240704445426
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",30.661074924241234,30.661074924241234
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",34.25088535365404,34.25088535365404
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",25.120752540165583,25.120752540165583
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",26.811043058377003,26.811043058377003
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",23.373631225609238,23.373631225609238
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",28.408629402759516,28.408629402759516
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",20.388048530734128,20.388048530734128
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",18.865481124299176,18.865481124299176
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",22.847221598492066,22.847221598492066
ADANIPOWER,Adani Power Ltd,-43.876899856018824,-43.876899856018824
ADANIPOWER,Adani Power Ltd,-3.1729937881629064,-3.1729937881629064
ADANIPOWER,Adani Power Ltd,-9.31044101227396,-9.31044101227396
ADANIPOWER,Adani Power Ltd,4.774702098672321,4.774702098672321
ADANIPOWER,Adani Power Ltd,-116.54962858153519,-116.54962858153519
ADANIPOWER,Adani Power Ltd,-123.45774763526899,-123.45774763526899
ADANIPOWER,Adani Power Ltd,-8.439624505997521,-8.439624505997521
ADANIPOWER,Adani Power Ltd,-21.84894624728957,-21.84894624728957
ADANIPOWER,Adani Power Ltd,7.264245733822621,7.264245733822621
ADANIPOWER,Adani Power Ltd,22.169510967333444,22.169510967333444
ADANIPOWER,Adani Power Ltd,31.78561687399209,31.78561687399209
ADANIPOWER,Adani Power Ltd,44.82217033665526,44.82217033665526
AMBUJACEM,Ambuja Cements Ltd,13.969733175269457,13.969733175269457
AMBUJACEM,Ambuja Cements Ltd,13.72855015163464,13.72855015163464
AMBUJACEM,Ambuja Cements Ltd,14.851925521849315,14.851925521849315
AMBUJACEM,Ambuja Cements Ltd,8.214426242842492,8.214426242842492
AMBUJACEM,Ambuja Cements Ltd,7.185604833007583,7.185604833007583
AMBUJACEM,Ambuja Cements Ltd,8.823622948173854,8.823622948173854
AMBUJACEM,Ambuja Cements Ltd,12.353366481318265,12.353366481318265
AMBUJACEM,Ambuja Cements Ltd,10.913063051036513,10.913063051036513
AMBUJACEM,Ambuja Cements Ltd,13.16314906374285,13.16314906374285
AMBUJACEM,Ambuja Cements Ltd,13.724379104669186,13.724379104669186
AMBUJACEM,Ambuja Cements Ltd,12.858642051752867,12.858642051752867
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",9.534741245013857,9.534741245013857
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",8.905433586191249,8.905433586191249
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",8.546323885371537,8.546323885371537
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",5.436979669916747,5.436979669916747
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",2.8791647010211596,2.8791647010211596
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",1.2864543906873012,1.2864543906873012
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",4.039225429324034,4.039225429324034
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",8.387578004833225,8.387578004833225
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",2.136834138144425,2.136834138144425
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",13.630609243179467,13.630609243179467
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",9.348980240862828,9.348980240862828
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",9.193105465072854,9.193105465072854
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",22.66118592219287,22.66118592219287
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",22.66118592219287,22.66118592219287
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",20.80281595685925,20.80281595685925
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",20.80281595685925,20.80281595685925
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",20.286937444791725,20.286937444791725
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",20.286937444791725,20.286937444791725
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",20.133098470735202,20.133098470735202
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",20.133098470735202,20.133098470735202
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",19.948519292273332,19.948519292273332
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",19.948519292273332,19.948519292273332
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",18.708015823517254,18.708015823517254
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",18.708015823517254,18.708015823517254
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",17.394681784925687,17.394681784925687
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",17.394681784925687,17.394681784925687
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",20.554603523156466,20.554603523156466
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",20.554603523156466,20.554603523156466
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",19.906451050961635,19.906451050961635
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",19.906451050961635,19.906451050961635
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",16.468330216921398,16.468330216921398
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",16.468330216921398,16.468330216921398
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",19.197582187974152,19.197582187974152
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",19.197582187974152,19.197582187974152
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",22.668015854854143,22.668015854854143
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",22.668015854854143,22.668015854854143
BAJAJ-AUTO,Bajaj Auto Ltd,27.246156191926865,27.246156191926865
BAJAJ-AUTO,Bajaj Auto Ltd,27.246156191926865,27.246156191926865
BAJAJ-AUTO,Bajaj Auto Ltd,25.014917120371273,25.014917120371273
BAJAJ-AUTO,Bajaj Auto Ltd,25.014917120371273,25.014917120371273
BAJAJ-AUTO,Bajaj Auto Ltd,20.643024768410143,20.643024768410143
BAJAJ-AUTO,Bajaj Auto Ltd,20.643024768410143,20.643024768410143
BAJAJ-AUTO,Bajaj Auto Ltd,23.47774294262762,23.47774294262762
BAJAJ-AUTO,Bajaj Auto Ltd,23.47774294262762,23.47774294262762
BAJAJ-AUTO,Bajaj Auto Ltd,20.79678735844518,20.79678735844518
BAJAJ-AUTO,Bajaj Auto Ltd,20.79678735844518,20.79678735844518
BAJAJ-AUTO,Bajaj Auto Ltd,18.69574060146908,18.69574060146908
BAJAJ-AUTO,Bajaj Auto Ltd,18.69574060146908,18.69574060146908
BAJAJ-AUTO,Bajaj Auto Ltd,18.722080808865567,18.722080808865567
BAJAJ-AUTO,Bajaj Auto Ltd,18.722080808865567,18.722080808865567
BAJAJ-AUTO,Bajaj Auto Ltd,20.740467609574438,20.740467609574438
BAJAJ-AUTO,Bajaj Auto Ltd,20.740467609574438,20.740467609574438
BAJAJ-AUTO,Bajaj Auto Ltd,17.658601504176374,17.658601504176374
BAJAJ-AUTO,Bajaj Auto Ltd,17.658601504176374,17.658601504176374
BAJAJ-AUTO,Bajaj Auto Ltd,19.6267488624099,19.6267488624099
BAJAJ-AUTO,Bajaj Auto Ltd,19.6267488624099,19.6267488624099
BAJAJ-AUTO,Bajaj Auto Ltd,18.63107758934344,18.63107758934344
BAJAJ-AUTO,Bajaj Auto Ltd,18.63107758934344,18.63107758934344
BAJAJ-AUTO,Bajaj Auto Ltd,21.89634990768242,21.89634990768242
BAJAJ-AUTO,Bajaj Auto Ltd,21.89634990768242,21.89634990768242
AXISBANK,Axis Bank Ltd,17.335752829555684,17.335752829555684
AXISBANK,Axis Bank Ltd,18.24373331223014,18.24373331223014
AXISBANK,Axis Bank Ltd,18.55434605875447,18.55434605875447
AXISBANK,Axis Bank Ltd,17.709719064373697,17.709719064373697
AXISBANK,Axis Bank Ltd,7.392491868960613,7.392491868960613
AXISBANK,Axis Bank Ltd,0.5163715138991491,0.5163715138991491
AXISBANK,Axis Bank Ltd,7.7019140418121435,7.7019140418121435
AXISBANK,Axis Bank Ltd,2.240999838773082,2.240999838773082
AXISBANK,Axis Bank Ltd,8.379733462306028,8.379733462306028
AXISBANK,Axis Bank Ltd,15.172648621787946,15.172648621787946
AXISBANK,Axis Bank Ltd,9.315275271295727,9.315275271295727
AXISBANK,Axis Bank Ltd,19.28200826122174,19.28200826122174
